NAME,PRIORNAME1,FED_RSS_ID,UNINUM,WEBADDR,ZIP,CHARTER_NUMBER
CCB Community Bank,Covington County Bank,655839,10739,www.bankccb.com,36420,
Farmers and Merchants Bank of South Carolina,,282226,1094,www.fmbsc.com,29059,
First State Bank,,497655,10743,www.Socorrobanking.com,87801,
Bank Northwest,Caldwell County Bank,645157,10744,www.banknw.com,64644,
The Peoples Bank,,446149,10745,www.thepeoplesbank-ky.com,42064,
Bank Independent,Bank of Leighton,539032,10746,www.bibank.com,35660,
Rochelle State Bank,,649632,10751,www.rochellestatebank.com,31079,
FNB Picayune Bank,First National Bank of Picayune,568939,10754,http://www.fnbop.com,39466,
"Union Bank, Inc.",Union Bank of Tyler County,667029,10761,hometownbanc.com,26149,
ESB Financial,Emporia State Bank and Trust Company,918954,10769,www.esbfinancial.com,66801,
Luminate Bank,Equity Bank,310754,10775,luminate.bank,55405,
The Torrington Savings Bank,,65205,10776,www.torringtonsavings.bank,06790,
First State Bank,,603755,10781,http://www.fsbjunction.com,76849,
Southwest Bank,Winkler County State Bank,561864,10786,www.southwest.bank,79762,
Security State Bank of Aitkin,,267652,10789,http://www.ssbmn.com,56431,
Northeast Bank,13th Avenue State Bank of Minneapolis,689357,10792,www.nebankmn.com,55413,
The Paducah Bank and Trust Company,,285740,10795,www.paducahbank.com,42001,
Itasca Bank & Trust Co.,The Itasca State Bank,812436,10797,http://www.itascabank.com,60143,
Washington State Bank,,480246,10798,www.washingtonstatebank.com,61571,
Gibsland Bank & Trust Company,Gibsland Bank,734350,10815,www.gbt.bank,71028,
First State Bank,The First State Bank of Stratford,410560,10819,www.firstclassbanking.com,79084,
BANKWEST,Rockford State Bank,791353,10827,www.bankwestmn.com,55373,
South Central State Bank,Campbell State Bank,74056,10830,http://www.southcentralstatebank.com,68932,
Western Bank,Peoples State Bank,709554,10842,www.wbartesia.com,88210,
Carolina Bank & Trust Co.,,355120,10845,www.carolinabank.net,29069,
1st Financial Bank USA,Farmers' State Bank,526452,1100,www.1fbusa.com,57049,
North Star Bank,North Star State Bank of Roseville,750051,10853,http://WWW.NORTHSTARBANK.COM,55113,
The Peoples State Bank,,741358,10860,http://www.psbcherryvale.com,67335,
Richland State Bank,Bank of Bruce,83852,1101,www.richlandstate.org,57220,
National Bank of St. Anne,,760340,10867,http://www.natbankil.com,60964,
Citizens State Bank,,261360,10868,http://www.csbtx.bank,77879,
The Campbell & Fetter Bank,,398248,10872,www.campbellfetterbank.com,46755,
Plains Commerce Bank,Bank of Hoven,593052,1103,www.plainscommerce.com,57106,
Great Oaks Bank,Citizens Bank & Trust Company,364131,10891,www.greatoaks.bank,31324,
Union State Bank,,206950,10898,www.unionstbank.com,66779,
All Capital Bank,Bank of Locust Grove,14650,10904,www.banklg.com,74352,
Farmers and Merchants Bank,,455552,10915,www.bankfmb.com,68405,
Citizens Bank,Citizens State Bank & Trust Company,744854,10922,http://WWW.CITIZENSBANKTX.COM,75662,
The Bank of Glen Burnie,,628123,10924,www.thebankofglenburnie.com,21061,
Sunmark Community Bank,The Pulaski Banking Company,100236,10928,www.sunmarkbank.com,31069,
Prosperity Bank,First Bank of Edna,664756,10936,www.prosperitybankusa.com,77437,
River Falls State Bank,,955753,10939,www.rfstatebankonline2.com,54022,
First Arkansas Bank and Trust,First Jacksonville Bank,466240,10948,www.fabandt.bank,72076,
"Citizens Deposit Bank of Arlington, Inc.",,959443,10951,http://www.cdbky.com,42021,
Community 1st Bank Las Vegas,First National Bank in Las Vegas,768458,10953,www.cfblv.com,87701,
First American Bank and Trust Company,Hubert State Bank,921039,10956,www.fabt.bank,30601,
Farmers State Bank,,120953,1109,http://www.fsbparkston.com,57366,
Citizens Independent Bank,Citizens State Bank of St. Louis Park,825753,10960,www.bankcib.com,55416,
West Texas State Bank,,406666,10962,www.ebanktexas.com,79549,
Corn Growers State Bank,,177555,10964,corngrowersbank.com,68407,
Community Bank,,276953,1110,http://www.communitybankavon.com,57315,
United Community Bank,Union County Bank,1017939,10978,www.ucbi.com,29601,
Pilgrim Bank,First State Bank,911160,10980,www.pilgrimbank.bank,75686,
First State Bank of Bedias,,88352,10982,www.bediasbank.com,77831,
F&M Bank,Farmers and Merchants Bank,510330,10984,http://www.fmbanknow.com,30673,
First National Bank of Griffin,The State Bank,563233,134,www.fnbbanking.com,30224,
Princeville State Bank,,670748,10987,www.p-s-b.com,61559,
State Bank of Taunton,,205458,10992,www.statebankoftaunton.com,56291,
Spiro State Bank,,397858,10994,www.spirostatebank.com,74959,
22nd State Bank,Farmers Exchange Bank,449430,10995,www.22ndstatebank.com,36602,
F & M Bank and Trust Company,Farmers and Merchants Bank of Manchester,937834,11000,www.fmbankandtrust.com,31816,
UBank,Union Bank,423636,1115,www.ubank.bank,37934,
The Farmers State Bank,,72351,11021,www.fsbwathena.com,66090,
Bank of Clarks,,76153,11031,bankofclarks.net,68628,
Minnwest Bank,Belview State Bank,302656,11035,www.minnwestbank.com,56283,
Bank of Billings,,572347,11036,www.thebankofbillings.com,65610,
The Farmers Bank,,901938,1118,www.thefarmersbank.net,37148,
The Peoples Bank,The Peoples Bank of Iva,285928,11044,www.peoplesbanksc.com,29655,
"Peoples Bank of  Kentucky, Inc.","The People's Bank of Fleming County, Kentucky",995517,11046,http://www.peoplesbankofky.com,41041,
SOLUTIONS NORTH BANK,The Trego-WaKeeney State Bank,612159,11047,www.snbks.com,67669,
Community State Bank of Orbisonia,,121914,11051,communitystate.bank,17243,
Bank of Colorado,The First Security Bank,255659,11054,www.bankofcolorado.com,80525,
Bank of Pontiac,,930442,11056,www.bankofpontiac.com,61764,
The Peoples Bank of Georgia,The Peoples Bank of Talbotton,272030,135,www.peoplesbankofga.com,31827,
First Century Bank,First Claiborne Bank,999935,1120,http://www.firstcenturybank.com,37879,
First Security Bank and Trust Company,First State Bank and Trust Company,377850,11073,www.fsbokc.com,73111,
Central Bank of Kansas City,,751852,11081,www.centralbankkc.com,64124,
FNB SOUTH,Citizens State Bank,12030,11082,www.fnbsouth.net,31510,
Wilson & Muir Bank & Trust Company,"Muir, Wilson & Muir",899343,11103,www.wilsonmuirbank.com,40004,
Mountain Valley Bank,Sequatchie County Bank,714437,1124,www.mtnvalleybankonline.com,37327,
State Bank of Bellingham,,272058,11118,www.stbankbhm.com,56212,
Labette Bank,The Labette County State Bank,483751,11123,www.labettebank.com,67330,
The Peoples Bank,THE PEOPLES BANK,575133,11128,http://www.thepeoplesbank.com,31650,
First US Bank,Bank of Thomasville,259330,11132,www.firstusbank.com,35243,
HomeBank Texas,Seagoville State Bank,522669,11144,www.homebanktx.com,75159,
Liberty State Bank,,883351,11145,https://www.libertystateplnd.com,58773,
"Community Bank & Trust, Waco, Texas",Community Bank,549862,11153,www.cbtwaco.bank,76701,
Wellworth Bank,Citizens Bank of Lafayette,63733,1126,http://www.citizens-bank.org,37083,
Partners Bank of New England,Sanford Institution for Savings,111205,11158,www.partners.bank,04073,
First Security Bank,Batesville Security Bank,718145,11163,www.firstsecuritybk.com,38606,
Lake Country Community Bank,State Bank of Morristown,706450,11165,lccbank.com,55052,
Artisans' Bank,Artisans' Savings Bank,73116,11166,www.artisansbank.com,19808,
Bank of Perry County,Bank of Lobelville,284239,1128,http://thebankonthego.com,37097,
Peoples State Bank,,991854,11178,http://www.psbokonline.com,73526,
Heritage Bank,Bank of Wood River,666554,11183,www.bankonheritage.com,68883,
Citizens 1st Bank,Citizens Bank,869663,1130,www.citizens1stbank.com,75701,
Bank of Utah,,933975,11195,www.bankofutah.com,84401,
Cottonwood Valley Bank,The Cedar Point State Bank,921655,11196,www.cottonwoodvalleybank.com,66843,
Dairy State Bank,,57451,11198,www.dairystatebank.com,54868,
State Bank & Trust Company,State Bank & Trust Company of Golden Meadow,485139,11204,www.sbtcajun.com,70357,
"Peoples State Bank, Fairmount, N. D.",,838155,11209,www.peoples-state.com,58030,
Meredith Village Savings Bank,,576608,11214,www.mvsb.com,03253,
Bank of Camilla,,124830,11221,www.bankofcamilla.net,31730,
The Warrington Bank,,199137,11223,www.warringtonbank.com,32507,
United Bank,The Bank of Zebulon,37435,137,www.accessunited.com,30295,
Western Bank,"Van Horn State Bank of Van Horn, Texas",199463,1133,http://www.westernbank.com,79401,
The Potter State Bank of Potter,,736158,11234,www.potterstatebank.com,69156,
The Citizens Bank,,856748,11240,www.thecitizensbank.net,72501,
Citizens State Bank,,523161,11243,www.csbsealy.com,77474,
Henderson State Bank,,97055,11256,www.hendersonstate.bank,68371,
Albany Bank and Trust Company National Association,National Bank of Albany Park in Chicago,2732,11257,www.albanybank.com,60625,
Sidney State Bank,,648345,11259,www.sidneybank.com,48885,
North Central Bank,Putnam County Bank,565536,11268,www.northcentralbank.com,61327,
St. Ansgar State Bank,The Saint Ansgar Citizens State Bank,115146,11283,www.stansgarbank.com,50472,
Essex Bank,Essex Savings Bank,961400,11285,www.essex.bank,06426,
Columbia Bank,South Umpqua State Bank,143662,11289,www.columbiabank.com/,97470,
The Bank of Tioga,,768953,11299,www.thebankoftioga.com,58852,
City National Bank,City National Bank of Beverly Hills,63069,11300,www.cnb.com,90071,
BankIowa,Benton County Savings Bank,737548,11301,http://www.bankiowa.com,52402,
Peoples Bank of Greensboro,,320034,1142,www.peoplesbankofgreensboro.com,36744,
Central Pacific Bank,,701062,11321,WWW.CPB.BANK,96813,
Goppert State Service Bank,Garnett State Savings Bank,850456,11330,http://www.gssb.us.com,66032,
Peoples Bank & Trust,Peoples Bank of Pana,922344,11332,http://www.bankpbt.com,62557,
First State Community Bank,First State Bank of Farmington,707354,11335,www.fscb.com,63640,
Bank of Dickson,,638131,11339,www.bankofdickson.bank,37055,
South Story Bank & Trust,Slater State Bank,542340,11358,www.southstorybank.com,50244,
Farmers and Merchants Bank,,434539,1147,http://www.FandM.bank,36272,
First State Bank of San Diego,,578862,11360,www.fsbsandiego.com,78384,
Carson Bank,The Mulvane State Bank,171656,11373,www.carsonbank.com,67110,
Mid-America Bank,State Bank of Esbon,919456,11377,http://www.mid-americabank.com,66006,
The State Exchange Bank,,571957,11378,www.stateexchange.net,66956,
M C Bank & Trust Company,Morgan City Bank & Trust Company,1003839,11389,www.mcbt.com,70380,
German American Bank,The German American Bank,37640,11392,www.germanamerican.com,47546,
Impact Bank,"The Caldwell State Bank in Caldwell, Kansas",369453,11397,www.impact-bank.com,67152,
The Bendena State Bank,,1008151,11406,www.bendenastatebank.com,66008,
Mountain Valley Bank,North Park State Bank,475653,11407,http://www.bankmvb.com,80480,
Stone Bank,OZARK HERITAGE BANK NATIONAL ASSOCIATION,913146,11424,www.stonebank.com,72560,
Dacotah Bank,Farmers and Merchants Bank,256553,11430,www.dacotahbank.com,57401,
First National Bank of America,First National Bank of Michigan,413141,11431,www.fnba.com,48823,
Dysart State Bank,,602842,11433,WWW.DYSARTSTATEBANK.COM,52224,
Piscataqua Savings Bank,,591209,11435,www.piscataqua.com,03801,
Maverick Bank,Fort Davis State Bank,455459,11438,www.maverick.bank,79734,
The Farmers & Merchants Bank,,291732,1157,www.fmbal.com,35677,
Defiance State Bank,,902645,11439,defiancestatebank.com,51527,
Halstead Bank,The Halstead Bank,747257,11440,www.halsteadbank.com,67056,
Apple River State Bank,,594938,11442,www.appleriverstatebank.com,61001,
First Bank Chicago,First Bank of Highland Park,804338,11457,www.firstbankchicago.com,60035,
United Bank & Trust,"The State Bank of Axtell, Kansas",990352,11462,www.ubankonline.com,66508,
FirsTier Bank,Kimball County Bank,536554,11463,www.firstierbanks.com,69145,
PlainsCapital Bank,Plains National Bank,637451,11472,www.plainscapital.com,75205,
The Commercial Bank,THE COMMERCIAL BANK,469737,139,http://thecommercialbank.net,30630,
First State Bank of the Florida Keys,Key West State Bank,191935,11489,keysbank.com,33040,
The Fisher National Bank,,739832,11493,www.fishernational.com,61843,
Banterra Bank,Banterra Bank of Marion,502849,11494,www.banterra.bank,62959,
Union Bank & Trust Company,,22048,1164,www.unionbnk.com,71655,
KeyBank National Association,Keybank National Association,280110,11510,www.key.com,44114,
Bank of Dade,,441630,11518,www.bankofdade.com,30752,
Community State Bank,,92144,11525,www.csbpaton.com,50217,
Central Bank,Bank of Blevins,3488579,1166,http://www.centralbankar.com,72211,
Palmetto State Bank,Loan and Exchange Bank,277820,11537,http://www.palmettostatebank.com,29924,
First National Bank in Taylorville,,177443,11544,www.fnbtaylorville.com,62568,
FNBT BANK,FNBT.COM BANK,697231,11552,http://www.FNBT.com,32548,
Simmesport State Bank,,844138,11559,www.simmesportstatebank.net,71369,
The First State Bank,,888552,11560,www.fsblouise.com,77455,
The National Bank of Andrews,First National Bank of Andrews,488653,11575,www.nbabankonline.com,79714,
The City State Bank,,738657,11578,www.citysb.com,66701,
Central Bank,Central Bank of Houston,31255,11583,www.centralbankhouston.com,77041,
Farmers Bank & Trust,"Farmers Bank & Trust, National Association",482156,11585,www.farmersbankks.com,67530,
Basile State Bank,,188739,11592,www.basilebank.com,70515,
Alden State Bank,,388744,11593,www.alden.bank,49612,
The Farmers State Bank of Blue Mound,,1017854,11597,WWW.FSBKANSAS.COM,66010,
The Farmers State Bank,,976954,11600,,66849,
Astra Bank,"Scandia State Bank of Scandia, Kansas",1003455,11604,astra.bank,66966,
RVR Bank,First State Bank,1155,11606,www.rvr.bank,68025,
First National Bank,First National Bank in Alamogordo,823450,11608,www.fnb4u.com,88310,
"The Stockgrowers State Bank of Ashland, Kansas",,424156,11615,www.stockgrowersbank.com,67831,
Norway Savings Bank,,289702,11623,www.norwaysavings.bank,04268,
The First State Bank of Healy,,864855,11626,www.fsbhealy.com,67850,
Bank of Prairie Village,The Hartford State Bank,673851,11636,https://www.bankofprairievillage.com,66208,
The Citizens State Bank,,273550,11637,www.thecsb.com,67107,
Legacy Bank,State Bank of Colwich,785950,11640,www.legacy.bank,67030,
Mechanics Bank,The Mechanics Bank of Richmond,936462,1171,www.mechanicsbank.com,94596,
Outdoor Bank,Leonardville State Bank,43351,11648,www.outdoorbank.com,66503,
DLP Bank,Community State Bank,853934,11691,http://www.communitystatebank-fl.com,32091,
City National Bank of West Virginia,The City National Bank of Charleston,1011526,11692,www.bankatcity.com,25304,
The Hometown Savings Bank,Terre Haute Savings Bank,697147,11693,http://www.thsb.com,47807,
Plains State Bank,,972862,11696,http://www.psbplains.com,77338,
Maine Community Bank,Biddeford Savings Bank,499501,11697,www.maine.bank,04101,
Saco & Biddeford Savings Institution,,339607,11699,www.sbsavings.bank,04072,
Bath Savings Institution,,433505,11704,www.bathsavings.bank,04530,
Androscoggin Savings Bank,Androscoggin County SAvings Bank,132107,11706,www.androscogginbank.com,04240,
The Baltic State Bank,,112510,11713,balticstatebank.com,43804,
Centreville Bank,Centreville Savings Bank,876700,11718,http://www.centrevillebank.com,02893,
Guaranty Bank and Trust Company,Team Bank and Trust Company,289739,11721,guaranty-bnk.com,70760,
Bank of Hays,The Hanston State Bank,746755,11723,www.bankofhays.com,67601,
Blue Ridge Bank,Blue Ridge Bank of Walhalla,174321,11727,blueridge.bank,29691,
First State Bank,,719964,11729,www.fsbpaintrock.com,76866,
The State Bank,The La Junta State Bank,387055,1176,www.redibank.com,81050,
Pikes Peak National Bank,Pikes Peak Bank of Commerce,643658,11734,http://www.ppnb.com,80904,
The Citizens State Bank of Ouray,,98351,1177,www.csbcolorado.com,81427,
Rollstone Bank & Trust,Fitchburg Savings Bank,837608,11746,http://www.rollstonebank.com,01420,
Beacon Bank and Trust,Brookline Savings Bank,782306,11747,www.beaconbank.com,02445,
Talbot State Bank,The Woodland Bank,577230,141,www.talbotstatebank.com,31836,
Farmers State Bank of Calhan,Farmers State Bank of Peyton,956956,1178,www.yourfsb.com,80808,
Citizens Bank,Citizens Bank of Corvallis,98463,11757,www.citizensEbank.com,97333,
First State Bank Shannon-Polo,First State Bank of Shannon,232847,1179,http://www.fsbshannon-polo.com,61078,
First National Bank in Port Lavaca,,855264,11759,WWW.FNBPORTLAVACA.COM,77979,
Bank of Hazelton,,856458,11761,www.bankofhazelton.net,58544,
Boelus State Bank,,472250,11771,boelusbank.com,68820,
Citizens' Bank of Charleston,,376947,11776,www.citizensbankinfo.bank,63834,
Kaw Valley State Bank and Trust Company,The Kaw Valley State and Savings Bank,368951,11777,kvsb.com,66547,
